level,seed,gen,best_fitness,mean_fitness,best_expr,node_count,total_info,monotonicity,mean_rate,parsimony
1,0,2640,-0.0048606,-1000000.01229411,0,1,0.3485,0.0,0.0,0.005
1,0,2650,-0.0048606,-3000000.0117197,0,1,0.3485,0.0,0.0,0.005
1,0,2660,-0.0048606,-2000000.01168888,0,1,0.3485,0.0,0.0,0.005
1,0,2670,-0.0048606,-0.0119905,0,1,0.3485,0.0,0.0,0.005
1,0,2680,-0.0048606,-2000000.01198217,0,1,0.3485,0.0,0.0,0.005
1,0,2690,-0.0048606,-1000000.01219522,0,1,0.3485,0.0,0.0,0.005
1,0,2700,-0.0048606,-3000000.01223848,0,1,0.3485,0.0,0.0,0.005
1,0,2710,-0.0048606,-0.01259511,0,1,0.3485,0.0,0.0,0.005
1,0,2720,-0.0048606,-2000000.01201543,0,1,0.3485,0.0,0.0,0.005
1,0,2730,-0.0048606,-6000000.01122172,0,1,0.3485,0.0,0.0,0.005
1,0,2740,-0.0048606,-0.01229418,0,1,0.3485,0.0,0.0,0.005
1,0,2750,-0.0048606,-0.01255529,0,1,0.3485,0.0,0.0,0.005
1,0,2760,-0.0048606,-4000000.01155736,0,1,0.3485,0.0,0.0,0.005
1,0,2770,-0.0048606,-1000000.0121747,0,1,0.3485,0.0,0.0,0.005
1,0,2780,-0.0048606,-1000000.01198258,0,1,0.3485,0.0,0.0,0.005
1,0,2790,-0.0048606,-2000000.01207355,0,1,0.3485,0.0,0.0,0.005
1,0,2800,-0.0048606,-3000000.01192154,0,1,0.3485,0.0,0.0,0.005
1,0,2810,-0.0048606,-1000000.01198707,0,1,0.3485,0.0,0.0,0.005
1,0,2820,-0.0048606,-1000000.0117934,0,1,0.3485,0.0,0.0,0.005
1,0,2830,-0.0048606,-2000000.01248128,0,1,0.3485,0.0,0.0,0.005
1,0,2840,-0.0048606,-1000000.01176911,0,1,0.3485,0.0,0.0,0.005
